#"+EI TIC Scan MBPR053_02_GS1.d "
#Point,X(Minutes),Y(Counts)
711,2.646,9.59640978695237
712,2.650,8.0238186174459
713,2.654,7.31832144236323
714,2.657,6.97489982306382
715,2.661,6.57377586474239
716,2.664,5.91977566238691
717,2.668,5.04367631931574
718,2.671,4.0877169390381
719,2.675,3.21578729941626
720,2.679,2.5896053001093
721,2.682,2.28759314954804
722,2.686,2.31871079126063
723,2.689,2.62501372558917
724,2.693,3.06312772104366
725,2.697,3.48287534576944
726,2.700,3.80364737809274
727,2.704,3.89905110111576
728,2.707,3.64755971321824
729,2.711,3.13964291446682
730,2.715,2.57322161958698
731,2.718,2.06607670786248
732,2.722,1.67002298785511
733,2.725,1.39800091854556
734,2.729,1.22477282116157
735,2.732,1.11841889688414
736,2.736,1.05571442722691
737,2.740,1.018656282415
738,2.743,0.994553731623508
739,2.747,0.976739789845433
740,2.750,0.960840430594908
741,2.754,0.946151874523861
742,2.758,0.933741141934208
743,2.761,0.923971473779792
744,2.765,0.913467756197818
745,2.768,0.90577915600813
746,2.772,0.905748885928643
747,2.776,0.908836434036313
748,2.779,0.908352112764522
749,2.783,0.908367247804265
750,2.786,0.917561784448429
751,2.790,0.942943246098244
752,2.793,0.996195883435675
753,2.797,1.08995745464653
754,2.801,1.22903333484936
755,2.804,1.40637059552371
756,2.808,1.59085159495697
757,2.811,1.73082044250467
758,2.815,1.7800849968697
759,2.819,1.7256442589124
760,2.822,1.58566027632496
761,2.826,1.4078462618987
762,2.829,1.23763003742366
763,2.833,1.10040063206953
764,2.837,1.00291584108178
765,2.840,0.944176751837337
766,2.844,0.921966081013781
767,2.847,0.939409214318141
768,2.851,1.03682589762705
769,2.854,1.36477950630863
770,2.858,2.31192272593568
771,2.862,4.53146116927717
772,2.865,8.75859452691233
773,2.869,15.3414741180604
774,2.872,23.5998858515303
775,2.876,31.8470068453515
776,2.880,38.1064430696615
777,2.883,40.8678008007798
778,2.887,39.6480982179323
779,2.890,35.0405305013051
780,2.894,28.3525153565789
781,2.897,21.1530493813212
782,2.901,14.714671582124
783,2.905,9.71737659210213
784,2.908,6.28033014667594
785,2.912,4.13443123920635
786,2.915,2.89675579666347
787,2.919,2.20924661631592
788,2.923,1.81665882040981
789,2.926,1.58177057111089
790,2.930,1.42125590711142
791,2.933,1.30211287425075
792,2.937,1.21930907181417
793,2.941,1.15987377074153
794,2.944,1.10580384125795
795,2.948,1.06195006360122
796,2.951,1.04554368051929
797,2.955,1.05849927453971
798,2.958,1.09653362941507
799,2.962,1.1725493665267
800,2.966,1.29148807635083
801,2.969,1.43404501569466
802,2.973,1.55884098589952
803,2.976,1.62456489598557
804,2.980,1.61425793392027
805,2.984,1.54960104413612
806,2.987,1.47510637851872
807,2.991,1.4698091146085
808,2.994,1.65131607873217
809,2.998,2.15980800899385
810,3.002,3.10205504326389
811,3.005,4.48142472788523
812,3.009,6.27700043793237
813,3.012,8.39090387138425
814,3.016,10.4313645244809
815,3.019,11.9087335914413
816,3.023,12.6644185583133
817,3.027,12.6408987065519
818,3.030,11.6747156069276
819,3.034,9.914094271168
820,3.037,7.8847351697232
821,3.041,5.98270715764029
822,3.045,4.35370769500988
823,3.048,3.10193396294594
824,3.052,2.2667976049405
