Injection Data File Name,Signal Name,RT,Area,Height,Compound Name
MBPR053_02_LQ1.D,FID1A,35.866,0.2948,0.1373,
MBPR053_02_LQ1.D,FID1A,35.953,0.3827,0.1384,
MBPR053_02_LQ1.D,FID1A,36.039,0.2698,0.1366,
MBPR053_02_LQ1.D,FID1A,36.067,0.1683,0.0936,
MBPR053_02_LQ1.D,FID1A,36.101,0.0924,0.1025,
MBPR053_02_LQ1.D,FID1A,36.130,0.1207,0.0307,
MBPR053_02_LQ1.D,FID1A,36.163,0.1444,0.0269,
MBPR053_02_LQ1.D,FID1A,36.214,0.2564,0.0966,
MBPR053_02_LQ1.D,FID1A,36.245,0.1935,0.0810,
MBPR053_02_LQ1.D,FID1A,36.289,0.6020,0.0421,
MBPR053_02_LQ1.D,FID1A,36.465,0.3607,0.1462,
MBPR053_02_LQ1.D,FID1A,36.500,0.7711,0.1474,
MBPR053_02_LQ1.D,FID1A,36.626,0.3991,0.1491,
MBPR053_02_LQ1.D,FID1A,36.715,0.1102,0.0877,
MBPR053_02_LQ1.D,FID1A,36.744,0.1416,0.0232,
MBPR053_02_LQ1.D,FID1A,36.777,0.0979,0.0632,
MBPR053_02_LQ1.D,FID1A,36.828,0.1305,0.0721,
MBPR053_02_LQ1.D,FID1A,36.851,0.1418,0.0664,
MBPR053_02_LQ1.D,FID1A,36.894,0.0505,0.0749,
MBPR053_02_LQ1.D,FID1A,37.000,0.3187,0.1237,
MBPR053_02_LQ1.D,FID1A,37.102,0.1052,0.0845,
MBPR053_02_LQ1.D,FID1A,37.156,0.0824,0.0203,
MBPR053_02_LQ1.D,FID1A,37.222,0.1064,0.0248,
MBPR053_02_LQ1.D,FID1A,37.447,0.4230,0.0921,
MBPR053_02_LQ1.D,FID1A,37.542,0.6281,0.0899,
MBPR053_02_LQ1.D,FID1A,37.710,0.0436,0.1074,
MBPR053_02_LQ1.D,FID1A,37.810,0.1343,0.1390,
MBPR053_02_LQ1.D,FID1A,38.039,0.0769,0.0164,
MBPR053_02_LQ1.D,FID1A,38.070,0.1681,0.1356,
MBPR053_02_LQ1.D,FID1A,38.106,0.1752,0.0331,
MBPR053_02_LQ1.D,FID1A,38.140,0.2239,0.0251,
MBPR053_02_LQ1.D,FID1A,38.232,0.1740,0.0759,
MBPR053_02_LQ1.D,FID1A,38.283,0.1658,0.1154,
MBPR053_02_LQ1.D,FID1A,38.324,0.3020,0.1184,
MBPR053_02_LQ1.D,FID1A,38.403,0.3520,0.1302,
MBPR053_02_LQ1.D,FID1A,38.473,0.1007,0.0212,
MBPR053_02_LQ1.D,FID1A,38.498,0.1347,0.0857,
MBPR053_02_LQ1.D,FID1A,38.556,0.1575,0.1210,
MBPR053_02_LQ1.D,FID1A,38.624,0.4190,0.0789,
MBPR053_02_LQ1.D,FID1A,38.716,0.0977,0.1142,
MBPR053_02_LQ1.D,FID1A,38.783,0.1379,0.1296,
MBPR053_02_LQ1.D,FID1A,38.842,0.2850,0.1142,
MBPR053_02_LQ1.D,FID1A,38.983,0.3191,0.1265,
MBPR053_02_LQ1.D,FID1A,39.295,0.0752,0.0684,
MBPR053_02_LQ1.D,FID1A,39.516,0.2789,0.1316,
MBPR053_02_LQ1.D,FID1A,39.573,0.0711,0.0158,
MBPR053_02_LQ1.D,FID1A,39.677,0.1378,0.1176,
MBPR053_02_LQ1.D,FID1A,39.722,0.2860,0.1125,
MBPR053_02_LQ1.D,FID1A,39.803,0.1260,0.1214,
MBPR053_02_LQ1.D,FID1A,39.837,0.0811,0.1346,
MBPR053_02_LQ1.D,FID1A,39.869,0.1603,0.1261,
MBPR053_02_LQ1.D,FID1A,39.969,0.0672,0.1097,
